locus_tag	ftype	length_bp	gene	EC_number	COG	product
53965_StreptomycesisolateR1_00305	CDS	1656	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
53965_StreptomycesisolateR1_00306	CDS	1788	pbpB		COG0768	Penicillin-binding protein PbpB
53965_StreptomycesisolateR1_00307	CDS	555				hypothetical protein
53965_StreptomycesisolateR1_00308	CDS	930	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
53965_StreptomycesisolateR1_00309	CDS	552	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
53965_StreptomycesisolateR1_00310	CDS	1149				hypothetical protein
53965_StreptomycesisolateR1_00311	CDS	1365				hypothetical protein
53965_StreptomycesisolateR1_00312	CDS	2391				hypothetical protein
53965_StreptomycesisolateR1_00313	CDS	405				hypothetical protein
53965_StreptomycesisolateR1_00314	CDS	831	cmoM_1	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
53965_StreptomycesisolateR1_00315	CDS	588				hypothetical protein
53965_StreptomycesisolateR1_00316	CDS	630	betI_1			HTH-type transcriptional regulator BetI
53965_StreptomycesisolateR1_00317	CDS	1521	crtP	1.14.99.44	COG1233	Diapolycopene oxygenase
53965_StreptomycesisolateR1_00318	CDS	999				hypothetical protein
53965_StreptomycesisolateR1_00319	CDS	924	metF_1	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
53965_StreptomycesisolateR1_00320	CDS	672	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
53965_StreptomycesisolateR1_00321	CDS	366				DNA-binding protein Rv2175c
53965_StreptomycesisolateR1_00322	CDS	1224	thcD_1	1.18.1.-		Rhodocoxin reductase
53965_StreptomycesisolateR1_00323	CDS	1167	hcnC_1	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
53965_StreptomycesisolateR1_00324	CDS	201				hypothetical protein
53965_StreptomycesisolateR1_00325	CDS	798	thiG	2.8.1.10	COG2022	Thiazole synthase
53965_StreptomycesisolateR1_00326	CDS	1944	spk1	2.7.11.1		Serine/threonine-protein kinase PK-1
53965_StreptomycesisolateR1_00327	CDS	909	nfo	3.1.21.2	COG0648	Probable endonuclease 4
53965_StreptomycesisolateR1_00328	CDS	648	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
53965_StreptomycesisolateR1_00329	CDS	504	bfr	1.16.3.1	COG2193	Bacterioferritin
53965_StreptomycesisolateR1_00330	CDS	225				hypothetical protein
53965_StreptomycesisolateR1_00331	CDS	1347	aroH_1	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
53965_StreptomycesisolateR1_00332	CDS	2790				hypothetical protein
53965_StreptomycesisolateR1_00333	CDS	1902	menF_1	5.4.4.2		Isochorismate synthase MenF
53965_StreptomycesisolateR1_00334	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
53965_StreptomycesisolateR1_00335	CDS	1029	pfp	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
53965_StreptomycesisolateR1_00336	CDS	738	degU_2		COG2197	Transcriptional regulatory protein DegU
53965_StreptomycesisolateR1_00337	CDS	1251				hypothetical protein
53965_StreptomycesisolateR1_00338	CDS	744				hypothetical protein
53965_StreptomycesisolateR1_00339	CDS	804		3.1.1.23		Thermostable monoacylglycerol lipase
53965_StreptomycesisolateR1_00340	CDS	618				hypothetical protein
53965_StreptomycesisolateR1_00341	CDS	765				hypothetical protein
53965_StreptomycesisolateR1_00342	CDS	954	glkA_1	2.7.1.2		Glucokinase
53965_StreptomycesisolateR1_00343	CDS	606				hypothetical protein
53965_StreptomycesisolateR1_00344	CDS	786				hypothetical protein
53965_StreptomycesisolateR1_00345	CDS	438				hypothetical protein
53965_StreptomycesisolateR1_00346	CDS	756				hypothetical protein
53965_StreptomycesisolateR1_00347	CDS	1797		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
53965_StreptomycesisolateR1_00348	CDS	1143	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
53965_StreptomycesisolateR1_00349	CDS	1305				hypothetical protein
53965_StreptomycesisolateR1_00350	CDS	1176				hypothetical protein
53965_StreptomycesisolateR1_00351	CDS	1017				hypothetical protein
53965_StreptomycesisolateR1_00352	CDS	1041				hypothetical protein
53965_StreptomycesisolateR1_00353	CDS	1344				hypothetical protein
53965_StreptomycesisolateR1_00354	CDS	240				hypothetical protein
53965_StreptomycesisolateR1_00355	CDS	771				hypothetical protein
53965_StreptomycesisolateR1_00356	CDS	282				hypothetical protein
53965_StreptomycesisolateR1_00357	CDS	294				hypothetical protein
53965_StreptomycesisolateR1_00358	CDS	1488	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
53965_StreptomycesisolateR1_00359	CDS	663	copR_1			Transcriptional activator protein CopR
53965_StreptomycesisolateR1_00360	CDS	1410				hypothetical protein
53965_StreptomycesisolateR1_00361	CDS	1341	glxK_1	2.7.1.31	COG1929	Glycerate 3-kinase
53965_StreptomycesisolateR1_00362	CDS	1443	sufS	4.4.1.16		Cysteine desulfurase
53965_StreptomycesisolateR1_00363	CDS	1065	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
53965_StreptomycesisolateR1_00364	CDS	1638	qcrB_1	1.10.2.2	COG1290	Cytochrome bc1 complex cytochrome b subunit
53965_StreptomycesisolateR1_00365	CDS	1056	qcrA		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
53965_StreptomycesisolateR1_00366	CDS	810	qcrC	1.10.2.2	COG2010	Cytochrome bc1 complex cytochrome c subunit
53965_StreptomycesisolateR1_00367	CDS	621	ctaE	1.9.3.1	COG1845	Probable cytochrome c oxidase subunit 3
53965_StreptomycesisolateR1_00368	CDS	402			COG0784	Uncharacterized response regulatory protein Rv3143
53965_StreptomycesisolateR1_00369	CDS	1275	ldtB_1	2.3.2.-		L,D-transpeptidase 2
53965_StreptomycesisolateR1_00370	CDS	399	ctaF_1	1.9.3.1		Cytochrome c oxidase polypeptide 4
53965_StreptomycesisolateR1_00371	CDS	1737	ctaD_1	1.9.3.1	COG0843	Probable cytochrome c oxidase subunit 1
53965_StreptomycesisolateR1_00372	CDS	960	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
53965_StreptomycesisolateR1_00373	CDS	1323	iscS_1	2.8.1.7		Cysteine desulfurase IscS
53965_StreptomycesisolateR1_00374	CDS	975	adoK	2.7.1.20		Adenosine kinase
53965_StreptomycesisolateR1_00375	CDS	210				hypothetical protein
53965_StreptomycesisolateR1_00376	CDS	1539				hypothetical protein
53965_StreptomycesisolateR1_00377	CDS	357			COG0316	Protein Rv2204c
53965_StreptomycesisolateR1_00378	CDS	1185	nadA	2.5.1.72	COG0379	Quinolinate synthase A
53965_StreptomycesisolateR1_00379	CDS	393				hypothetical protein
53965_StreptomycesisolateR1_00380	CDS	3126	swrC		COG0841	Swarming motility protein SwrC
53965_StreptomycesisolateR1_00381	CDS	684	liaR_2		COG2197	Transcriptional regulatory protein LiaR
53965_StreptomycesisolateR1_00382	CDS	1221				hypothetical protein
53965_StreptomycesisolateR1_00383	CDS	285				hypothetical protein
53965_StreptomycesisolateR1_00384	CDS	888				hypothetical protein
53965_StreptomycesisolateR1_00385	CDS	600				Uncharacterized protein Rv2206
53965_StreptomycesisolateR1_00386	CDS	702	cmoM_2	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
53965_StreptomycesisolateR1_00387	CDS	1089	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
53965_StreptomycesisolateR1_00388	CDS	237				hypothetical protein
53965_StreptomycesisolateR1_00389	CDS	1200				hypothetical protein
53965_StreptomycesisolateR1_00390	CDS	726				hypothetical protein
53965_StreptomycesisolateR1_00391	CDS	1074	cobT_1	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
53965_StreptomycesisolateR1_00392	CDS	906				hypothetical protein
53965_StreptomycesisolateR1_00393	CDS	741				hypothetical protein
53965_StreptomycesisolateR1_00394	CDS	786	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
53965_StreptomycesisolateR1_00395	CDS	795				hypothetical protein
53965_StreptomycesisolateR1_00396	CDS	1533	pepA	3.4.11.1	COG0260	Probable cytosol aminopeptidase
53965_StreptomycesisolateR1_00397	CDS	1389	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
53965_StreptomycesisolateR1_00398	CDS	1809				hypothetical protein
53965_StreptomycesisolateR1_00399	CDS	624	gntR_1			Probable D-xylose utilization operon transcriptional repressor
53965_StreptomycesisolateR1_00400	CDS	2706	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
53965_StreptomycesisolateR1_00401	CDS	960				hypothetical protein
53965_StreptomycesisolateR1_00402	CDS	2160				hypothetical protein
53965_StreptomycesisolateR1_00403	CDS	1422				55.5 kDa and 49.5 kDa sporulation proteins
53965_StreptomycesisolateR1_00404	CDS	1209	lhgO_1	1.1.3.15	COG0579	L-2-hydroxyglutarate oxidase LhgO
53965_StreptomycesisolateR1_00405	CDS	417				hypothetical protein
53965_StreptomycesisolateR1_00406	CDS	861	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
53965_StreptomycesisolateR1_00407	CDS	1356				hypothetical protein
53965_StreptomycesisolateR1_00408	CDS	945	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
53965_StreptomycesisolateR1_00409	CDS	1041				hypothetical protein
53965_StreptomycesisolateR1_00410	CDS	1227				hypothetical protein
53965_StreptomycesisolateR1_00411	tRNA	75				tRNA-Met(cat)
53965_StreptomycesisolateR1_00412	CDS	1131				hypothetical protein
53965_StreptomycesisolateR1_00413	CDS	2196	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
53965_StreptomycesisolateR1_00414	CDS	1344				hypothetical protein
53965_StreptomycesisolateR1_00415	CDS	2739				hypothetical protein
53965_StreptomycesisolateR1_00416	CDS	3957				hypothetical protein
53965_StreptomycesisolateR1_00417	CDS	357				hypothetical protein
53965_StreptomycesisolateR1_00418	CDS	366				hypothetical protein
53965_StreptomycesisolateR1_00419	CDS	261				hypothetical protein
53965_StreptomycesisolateR1_00420	CDS	423				hypothetical protein
53965_StreptomycesisolateR1_00421	CDS	3807				hypothetical protein
53965_StreptomycesisolateR1_00422	CDS	1488				hypothetical protein
53965_StreptomycesisolateR1_00423	CDS	1440				hypothetical protein
53965_StreptomycesisolateR1_00424	CDS	477				hypothetical protein
53965_StreptomycesisolateR1_00425	CDS	444				hypothetical protein
53965_StreptomycesisolateR1_00426	CDS	1806				hypothetical protein
53965_StreptomycesisolateR1_00427	CDS	231				hypothetical protein
53965_StreptomycesisolateR1_00428	CDS	234				hypothetical protein
53965_StreptomycesisolateR1_00429	CDS	4410				hypothetical protein
53965_StreptomycesisolateR1_00430	CDS	642		3.5.1.47		N-acetyldiaminopimelate deacetylase
53965_StreptomycesisolateR1_00431	CDS	960				hypothetical protein
53965_StreptomycesisolateR1_00432	CDS	399				hypothetical protein
53965_StreptomycesisolateR1_00433	CDS	363				hypothetical protein
53965_StreptomycesisolateR1_00434	CDS	1182	ydhP_1		COG2814	Inner membrane transport protein YdhP
53965_StreptomycesisolateR1_00435	tRNA	75				tRNA-Lys(ttt)
53965_StreptomycesisolateR1_00436	CDS	1536				hypothetical protein
53965_StreptomycesisolateR1_00437	CDS	2169	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
53965_StreptomycesisolateR1_00438	CDS	564				hypothetical protein
53965_StreptomycesisolateR1_00439	CDS	342				hypothetical protein
53965_StreptomycesisolateR1_00440	CDS	1695	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
53965_StreptomycesisolateR1_00441	tRNA	74				tRNA-Glu(ttc)
53965_StreptomycesisolateR1_00442	tRNA	76				tRNA-Asp(gtc)
53965_StreptomycesisolateR1_00443	tRNA	75				tRNA-Phe(gaa)
53965_StreptomycesisolateR1_00444	CDS	3960				hypothetical protein
53965_StreptomycesisolateR1_00445	tRNA	76				tRNA-Asp(gtc)
53965_StreptomycesisolateR1_00446	CDS	207				hypothetical protein
53965_StreptomycesisolateR1_00447	CDS	852				hypothetical protein
53965_StreptomycesisolateR1_00448	CDS	1095	vdh	1.4.1.-		Valine dehydrogenase
53965_StreptomycesisolateR1_00449	CDS	255				hypothetical protein
53965_StreptomycesisolateR1_00450	CDS	1068	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
53965_StreptomycesisolateR1_00451	CDS	1527	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
53965_StreptomycesisolateR1_00452	CDS	843				hypothetical protein
53965_StreptomycesisolateR1_00453	CDS	798				hypothetical protein
53965_StreptomycesisolateR1_00454	CDS	309				hypothetical protein
53965_StreptomycesisolateR1_00455	CDS	852				hypothetical protein
53965_StreptomycesisolateR1_00456	CDS	483				hypothetical protein
53965_StreptomycesisolateR1_00457	CDS	2259	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
53965_StreptomycesisolateR1_00458	CDS	681	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
53965_StreptomycesisolateR1_00459	CDS	273	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
53965_StreptomycesisolateR1_00460	CDS	318	lsr2_1			Nucleoid-associated protein Lsr2
53965_StreptomycesisolateR1_00461	tRNA	74				tRNA-Gly(gcc)
53965_StreptomycesisolateR1_00462	CDS	972	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
53965_StreptomycesisolateR1_00463	CDS	816				hypothetical protein
53965_StreptomycesisolateR1_00464	CDS	1275				hypothetical protein
53965_StreptomycesisolateR1_00465	CDS	618	desR_1		COG2197	Transcriptional regulatory protein DesR
53965_StreptomycesisolateR1_00466	tRNA	76				tRNA-Gly(gcc)
53965_StreptomycesisolateR1_00467	CDS	900	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
53965_StreptomycesisolateR1_00468	CDS	1464				hypothetical protein
53965_StreptomycesisolateR1_00469	CDS	1962				hypothetical protein
53965_StreptomycesisolateR1_00470	CDS	1251	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
53965_StreptomycesisolateR1_00471	CDS	2415				hypothetical protein
53965_StreptomycesisolateR1_00472	tRNA	88				tRNA-Ser(gga)
53965_StreptomycesisolateR1_00473	CDS	741				hypothetical protein
53965_StreptomycesisolateR1_00474	CDS	399				hypothetical protein
53965_StreptomycesisolateR1_00475	CDS	888	glpF_1		COG0580	Glycerol uptake facilitator protein
53965_StreptomycesisolateR1_00476	CDS	1134	fdhA_1	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
53965_StreptomycesisolateR1_00477	CDS	1860				hypothetical protein
53965_StreptomycesisolateR1_00478	CDS	801	gdhI_2	1.1.1.47	COG1028	Glucose 1-dehydrogenase 1
53965_StreptomycesisolateR1_00479	CDS	492				hypothetical protein
53965_StreptomycesisolateR1_00480	CDS	621				hypothetical protein
53965_StreptomycesisolateR1_00481	CDS	2157	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
53965_StreptomycesisolateR1_00482	CDS	726	irtA_1	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
53965_StreptomycesisolateR1_00483	CDS	594				hypothetical protein
53965_StreptomycesisolateR1_00484	CDS	684				hypothetical protein
53965_StreptomycesisolateR1_00485	CDS	339				hypothetical protein
53965_StreptomycesisolateR1_00486	CDS	135				hypothetical protein
53965_StreptomycesisolateR1_00487	CDS	297				hypothetical protein
53965_StreptomycesisolateR1_00488	CDS	639				hypothetical protein
53965_StreptomycesisolateR1_00489	CDS	645	upp	2.4.2.9		Uracil phosphoribosyltransferase
53965_StreptomycesisolateR1_00490	CDS	273				hypothetical protein
53965_StreptomycesisolateR1_00491	CDS	546				hypothetical protein
53965_StreptomycesisolateR1_00492	CDS	471	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
53965_StreptomycesisolateR1_00493	tRNA	86				tRNA-Ser(cga)
53965_StreptomycesisolateR1_00494	CDS	222				hypothetical protein
53965_StreptomycesisolateR1_00495	CDS	294				hypothetical protein
53965_StreptomycesisolateR1_00496	CDS	840	sigF_1		COG1191	RNA polymerase sigma factor SigF
53965_StreptomycesisolateR1_00497	CDS	966	rpoS			RNA polymerase sigma factor RpoS
53965_StreptomycesisolateR1_00498	CDS	198				hypothetical protein
53965_StreptomycesisolateR1_00499	CDS	504				hypothetical protein
53965_StreptomycesisolateR1_00500	CDS	2592	mdtD_1			Putative multidrug resistance protein MdtD
53965_StreptomycesisolateR1_00501	CDS	822	yceI_1			Protein YceI
53965_StreptomycesisolateR1_00502	CDS	762				hypothetical protein
53965_StreptomycesisolateR1_00503	CDS	831				hypothetical protein
53965_StreptomycesisolateR1_00504	CDS	333				hypothetical protein
53965_StreptomycesisolateR1_00505	CDS	471				hypothetical protein
53965_StreptomycesisolateR1_00506	CDS	759				hypothetical protein
53965_StreptomycesisolateR1_00507	CDS	1503	qacA_1		COG0477	Antiseptic resistance protein
53965_StreptomycesisolateR1_00508	CDS	2229				hypothetical protein
53965_StreptomycesisolateR1_00509	CDS	1464				hypothetical protein
53965_StreptomycesisolateR1_00510	CDS	1551	tcrY	2.7.13.3		Probable sensor histidine kinase TcrY
53965_StreptomycesisolateR1_00511	CDS	738	tcrX_1		COG0745	Probable transcriptional regulatory protein TcrX
53965_StreptomycesisolateR1_00512	CDS	894				hypothetical protein
53965_StreptomycesisolateR1_00513	CDS	882				hypothetical protein
53965_StreptomycesisolateR1_00514	CDS	354	yybR_1		COG1733	Uncharacterized HTH-type transcriptional regulator YybR
53965_StreptomycesisolateR1_00515	CDS	1488	pbpA_2		COG0768	Penicillin-binding protein A
53965_StreptomycesisolateR1_00516	CDS	429				hypothetical protein
53965_StreptomycesisolateR1_00517	tRNA	74				tRNA-Arg(acg)
53965_StreptomycesisolateR1_00518	tRNA	92				tRNA-Ser(gct)
53965_StreptomycesisolateR1_00519	CDS	468	sti			subtilase-type protease inhibitor
53965_StreptomycesisolateR1_00520	CDS	4410				hypothetical protein
53965_StreptomycesisolateR1_00521	CDS	579				HTH-type transcriptional repressor SCO4008
53965_StreptomycesisolateR1_00522	CDS	1305				Probable transporter SCO4007
53965_StreptomycesisolateR1_00523	CDS	1656	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
53965_StreptomycesisolateR1_00524	CDS	633				hypothetical protein
53965_StreptomycesisolateR1_00525	CDS	327				hypothetical protein
53965_StreptomycesisolateR1_00526	CDS	894				hypothetical protein
53965_StreptomycesisolateR1_00527	CDS	498				hypothetical protein
53965_StreptomycesisolateR1_00528	CDS	786				hypothetical protein
53965_StreptomycesisolateR1_00529	CDS	789			COG3039	IS5 family transposase ISBugl2
53965_StreptomycesisolateR1_00530	CDS	477				hypothetical protein
53965_StreptomycesisolateR1_00531	CDS	198				hypothetical protein
53965_StreptomycesisolateR1_00532	tRNA	86				tRNA-Ser(tga)
53965_StreptomycesisolateR1_00533	CDS	591				hypothetical protein
53965_StreptomycesisolateR1_00534	CDS	894				hypothetical protein
53965_StreptomycesisolateR1_00535	CDS	1569				hypothetical protein
53965_StreptomycesisolateR1_00536	CDS	837	glpQ1	3.1.4.46	COG0584	Probable glycerophosphodiester phosphodiesterase 1
53965_StreptomycesisolateR1_00537	CDS	552				hypothetical protein
53965_StreptomycesisolateR1_00538	CDS	966				hypothetical protein
53965_StreptomycesisolateR1_00539	CDS	732				hypothetical protein
53965_StreptomycesisolateR1_00540	CDS	666				hypothetical protein
53965_StreptomycesisolateR1_00541	CDS	1434				hypothetical protein
53965_StreptomycesisolateR1_00542	CDS	1476	pepPI	3.4.11.9		Xaa-Pro aminopeptidase 1
53965_StreptomycesisolateR1_00543	CDS	465	rsbW_1	2.7.11.1		Serine-protein kinase RsbW
53965_StreptomycesisolateR1_00544	CDS	840				hypothetical protein
53965_StreptomycesisolateR1_00545	CDS	756	ycnI		COG4549	Uncharacterized protein YcnI
53965_StreptomycesisolateR1_00546	CDS	651				hypothetical protein
53965_StreptomycesisolateR1_00547	CDS	492				hypothetical protein
53965_StreptomycesisolateR1_00548	CDS	2091				hypothetical protein
53965_StreptomycesisolateR1_00549	CDS	1338		1.11.1.19	COG2837	Dye-decolorizing peroxidase Tfu_3078
53965_StreptomycesisolateR1_00550	CDS	933	pheA	4.2.1.51		Prephenate dehydratase
53965_StreptomycesisolateR1_00551	CDS	1239	serS	6.1.1.11	COG0172	Serine--tRNA ligase
53965_StreptomycesisolateR1_00552	CDS	843	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
53965_StreptomycesisolateR1_00553	CDS	720				hypothetical protein
